ngram,NEG,NEUT,POS
듯하면서도,1,0,0
임질,1,0,0
증상이,1,0,0
증세에,1,0,0
호소하는,1,0,0
악독한,1,0,0
방법으로,1,0,0
악마,1,0,0
악몽,1,0,0
악성,1,0,0
악순환,1,0,0
악업,1,0,0
악에,1,0,0
받쳐서,1,0,0
악연,1,0,0
악을,1,0,0
쓰고,1,0,0
악의,1,0,0
악의적인,1,0,0
악인연,1,0,0
악플,1,0,0
악하다,1,0,0
첩,1,0,0
악화되다,1,0,0
좋은,1,0,0
안심찮다,1,0,0
안좋은,1,0,0
상황,1,0,0
안타까울,1,0,0
안타까워서,1,0,0
안타까워하는,1,0,0
안타까워하다,1,0,0
뉘우쳐져,1,0,0
다가오는,1,0,0
죄이거나,1,0,0
타다,1,0,0
타들어,1,0,0
안타깝고,1,0,0
만족스럽지,1,0,0
허약하여져서,1,0,0
결핵,1,0,0
앓아도,1,0,0
암상스러운,1,0,0
토달거리다,1,0,0
암으로,1,0,0
압억되다,1,0,0
앙갚음으로,1,0,0
앙갚음하려고,1,0,0
앙갚음할,1,0,0
앞이,1,0,0
애달파하는,1,0,0
애달파하다,1,0,0
짖는,1,0,0
애달프다,1,0,0
애도함,1,0,0
애석,1,0,0
애석하다,1,0,0
애절한,1,0,0
그리움,1,0,0
애처로이,1,0,0
애처롭거나,1,0,0
애처롭게,1,0,0
애처롭고,1,0,0
애탄,1,0,0
애통,1,0,0
애통하다,1,0,0
애통히,1,0,0
야멸치게,1,0,0
인정이,1,0,0
야무지지,1,0,0
야박스럽다,1,0,0
야박히,1,0,0
야비하다,1,0,0
야비한,1,0,0
야살스러운,1,0,0
야살스러움,1,0,0
야살스럽게,1,0,0
웃는,1,0,0
야속,1,0,0
야속스럽다,1,0,0
야속스레,1,0,0
야속하게,1,0,0
야속하다,1,0,0
야속히,1,0,0
야유할,1,0,0
야풍,1,0,0
약간,1,0,0
고까워하는,1,0,0
곯은,1,0,0
약은,1,0,0
약을,1,0,0
올리거나,1,0,0
약이,1,0,0
올라,1,0,0
약점,1,0,0
약탈하거나,1,0,0
얄망궃고,1,0,0
능청스러운,1,0,0
넘어다보는,1,0,0
이죽이죽하면서,1,0,0
흔들리거나,1,0,0
얄밉고,1,0,0
얌전하지,1,0,0
얕잡거나,1,0,0
얕잡아,1,0,0
어긋나는,1,0,0
어려우며,1,0,0
고비를,1,0,0
대목에서,1,0,0
상황을,1,0,0
지경에,1,0,0
지경에서,1,0,0
처지나,1,0,0
처지에,1,0,0
형편에,1,0,0
어려움,1,0,0
어려움에,1,0,0
어려워,1,0,0
어려워서,1,0,0
먹는,1,0,0
어려워하는,1,0,0
어려워하다,1,0,0
어렵거나,1,0,0
곤란하게,1,0,0
곤란하다,1,0,0
살아가는,1,0,0
힘들여,1,0,0
쪼들린,1,0,0
어리석게,1,0,0
둔한,1,0,0
어리석어,1,0,0
어리석어서,1,0,0
어리석으며,1,0,0
사람이라는,1,0,0
질문에,1,0,0
행동,1,0,0
어리석음,1,0,0
어리숙하다,1,0,0
어줍거나,1,0,0
어줍잖다,1,0,0
어지간히,1,0,0
어지러운,1,0,0
어쭙잖다,1,0,0
억누루는,1,0,0
억누르거나,1,0,0
참다,1,0,0
억누르고,1,0,0
억누름,1,0,0
억눌러,1,0,0
억눌리다,1,0,0
억압,1,0,0
억압되다,1,0,0
원통하여,1,0,0
억울하게,1,0,0
억울하여,1,0,0
억울한,1,0,0
죄에,1,0,0
억척스럽다,1,0,0
울려고,1,0,0
징그럽다,1,0,0
말썽을,1,0,0
가엾게,1,0,0
어이없다,1,0,0
언짢아하다,1,0,0
언짢았던,1,0,0
기분으로,1,0,0
기색이,1,0,0
언짢음,1,0,0
언짢이,1,0,0
언행이,1,0,0
허황하고,1,0,0
얼얼한,1,0,0
업귀,1,0,0
업신여겨,1,0,0
얕보다,1,0,0
하찮게,1,0,0
업신여겨지거나,1,0,0
업신여기거나,1,0,0
업신여기어,1,0,0
업신여기어지거나,1,0,0
업신여김을,1,0,0
받음,1,0,0
모자라서,1,0,0
멀건,1,0,0
없애,1,0,0
버리는,1,0,0
엉터리,1,0,0
깔보다,1,0,0
여병추,1,0,0
역겹다,1,0,0
역겹도록,1,0,0
구리게,1,0,0
역정,1,0,0
역정을,1,0,0
역정이,1,0,0
역증,1,0,0
역한,1,0,0
열받다,1,0,0
열병이나,1,0,0
열이,1,0,0
나고,1,0,0
열폭,1,0,0
염려가,1,0,0
염증이,1,0,0
영정,1,0,0
예의범절에,1,0,0
예의에,1,0,0
벗어나다,1,0,0
오도,1,0,0
오도되다,1,0,0
오래,1,0,0
오랜,1,0,0
오염되다,1,0,0
오염된,1,0,0
식품을,1,0,0
오용,1,0,0
오해의,1,0,0
소지가,1,0,0
있는,1,0,0
온갖,1,0,0
온당치,1,0,0
온당하지,1,0,0
옳지,1,0,0
못함을,1,0,0
아니하다고,1,0,0
옹골차지,1,0,0
옹졸하다,1,0,0
옹졸한,1,0,0
와해하거나,1,0,0
요망스러운,1,0,0
요망스러움,1,0,0
요망한,1,0,0
짓과,1,0,0
요사스러운,1,0,0
요사한,1,0,0
술법으로,1,0,0
욕,1,0,0
욕되게,1,0,0
욕되고,1,0,0
욕망이,1,0,0
욕설,1,0,0
욕설을,1,0,0
욕으로,1,0,0
욕을,1,0,0
당하게,1,0,0
보이다,1,0,0
보임,1,0,0
욕하거나,1,0,0
욕하다,1,0,0
욕하여,1,0,0
욕함,1,0,0
용납하지,1,0,0
용납할,1,0,0
우격다짐으로,1,0,0
우려스럽다,1,0,0
우려하다,1,0,0
우악스러움,1,0,0
우악스럽게,1,0,0
내놓는,1,0,0
우악스럽다,1,0,0
우울,1,0,0
우울증,1,0,0
우울증의,1,0,0
하나,1,0,0
우울하여,1,0,0
우울하여지기,1,0,0
쉽고,1,0,0
우울한,1,0,0
우중충하다,1,0,0
우중충히,1,0,0
운명이,1,0,0
박복함,1,0,0
운수가,1,0,0
나빠서,1,0,0
운이,1,0,0
흐느낄,1,0,0
울걱,1,0,0
울걱거리다,1,0,0
울걱대다,1,0,0
울걱울걱,1,0,0
울걱하다,1,0,0
울고,1,0,0
다니는,1,0,0
울꺽대다,1,0,0
울다,1,0,0
울분,1,0,0
울분하다,1,0,0
울상이,1,0,0
울음,1,0,0
울음소리,1,0,0
울음이,1,0,0
터져,1,0,0
울컥대다,1,0,0
울컥하다,1,0,0
울화,1,0,0
울화로,1,0,0
원망스럽게,1,0,0
생각하다,1,0,0
종알종알,1,0,0
중얼중얼,1,0,0
원망스럽다,1,0,0
원망이나,1,0,0
원망하는,1,0,0
원망하다,1,0,0
원치,1,0,0
원통하거나,1,0,0
원통하게,1,0,0
원통하고,1,0,0
슬핌이,1,0,0
원한,1,0,0
원한을,1,0,0
사다,1,0,0
원한이,1,0,0
맺혀서,1,0,0
원활하지,1,0,0
위험이,1,0,0
생기거나,1,0,0
위험하다,1,0,0
위험한,1,0,0
위협에,1,0,0
위협을,1,0,0
위협적이거나,1,0,0
압도하는,1,0,0
위협하다,1,0,0
위협하여,1,0,0
유죄,1,0,0
윽박,1,0,0
윽박다,1,0,0
윽박지르다,1,0,0
윽박질,1,0,0
윽박질하다,1,0,0
은혜를,1,0,0
모르는,1,0,0
을,1,0,0
을러대어,1,0,0
음란하다,1,0,0
음란한,1,0,0
음모,1,0,0
음침한,1,0,0
음침함,1,0,0
음흉하고,1,0,0
허망한,1,0,0
음흉하다,1,0,0
목적을,1,0,0
손길,1,0,0
의식,1,0,0
불명,1,0,0
의식을,1,0,0
잃고,1,0,0
의심스러운,1,0,0
의인,1,0,0
의젓하다,1,0,0
이,1,0,0
이기적,1,0,0
이기적인,1,0,0
사상이나,1,0,0
느물거리는,1,0,0
인격,1,0,0
파괴와,1,0,0
인망을,1,0,0
인물을,1,0,0
인사불성이,1,0,0
인색하다,1,0,0
여자를,1,0,0
인정머리,1,0,0
흉하다고,1,0,0
잘못하여,1,0,0
일이,1,0,0
잘못되어,1,0,0
잘못되었거나,1,0,0
입을,1,0,0
자괴,1,0,0
자괴감,1,0,0
자기의,1,0,0
자기편을,1,0,0
가치작거리는,1,0,0
거슬리거나,1,0,0
좀스럽고,1,0,0
짓궂은,1,0,0
자신에게,1,0,0
해가,1,0,0
자신을,1,0,0
옭아,1,0,0
묶다,1,0,0
묶음,1,0,0
책망하다,1,0,0
책망함,1,0,0
자폐하다,1,0,0
자해,1,0,0
잔인하다,1,0,0
형벌에,1,0,0
잗달고,1,0,0
잘못,1,0,0
써서,1,0,0
판단하거나,1,0,0
잘못되기를,1,0,0
바라면서,1,0,0
잘못되는,1,0,0
잘못되었을,1,0,0
때도,1,0,0
잘못된,1,0,0
견해,1,0,0
대답을,1,0,0
염탐,1,0,0
허물을,1,0,0
잘못에,1,0,0
대하여,1,0,0
잘못을,1,0,0
꾸짖거나,1,0,0
꾸짖다,1,0,0
꾸짖음,1,0,0
지적받거나,1,0,0
잘못이,1,0,0
생겨나게,1,0,0
잘못이나,1,0,0
결함을,1,0,0
잘못하거나,1,0,0
잘못하다,1,0,0
잘못하다가는,1,0,0
잘못하면,1,0,0
잘못함,1,0,0
잘하지,1,0,0
잘해,1,0,0
내지,1,0,0
잡되고,1,0,0
잡스러운,1,0,0
잡스럽게,1,0,0
잡스럽다,1,0,0
장애가,1,0,0
따르고,1,0,0
만나,1,0,0
받거나,1,0,0
받아,1,0,0
장애인,1,0,0
재난,1,0,0
재물에,1,0,0
재수,1,0,0
재앙이,1,0,0
재앙이나,1,0,0
재해를,1,0,0
입은,1,0,0
재해와,1,0,0
돌림병을,1,0,0
저급한,1,0,0
저주,1,0,0
저주의,1,0,0
저주하는,1,0,0
저주하여,1,0,0
저질러진,1,0,0
적대적으로,1,0,0
대하다,1,0,0
적수를,1,0,0
적절치,1,0,0
전염되는,1,0,0
전전긍긍,1,0,0
전전긍긍하다,1,0,0
절도질,1,0,0
절망,1,0,0
절망스럽다,1,0,0
절망에,1,0,0
절망으로,1,0,0
절망하다,1,0,0
점잖이,1,0,0
점잖지,1,0,0
정다운,1,0,0
맛이,1,0,0
정답지,1,0,0
정당하지,1,0,0
정돈되지,1,0,0
정돈이,1,0,0
정신,1,0,0
분열병,1,0,0
정신병,1,0,0
정신을,1,0,0
차리고,1,0,0
잃는다,1,0,0
차리지,1,0,0
정신적,1,0,0
정신질환,1,0,0
아니하는,1,0,0
제한적,1,0,0
제한적인,1,0,0
조걸위악하다,1,0,0
조금,1,0,0
거추장스러워서,1,0,0
멋없게,1,0,0
조롱할,1,0,0
조리,1,0,0
조리에,1,0,0
조상을,1,0,0
조촐하지,1,0,0
족치는,1,0,0
존못,1,0,0
졸도,1,0,0
좀,1,0,0
천박하게,1,0,0
천하다,1,0,0
좀스러워,1,0,0
꼬물거리는,1,0,0
꾸물거리다,1,0,0
눈치를,1,0,0
움직이는,1,0,0
움직이다,1,0,0
짓궃은,1,0,0
짖궂은,1,0,0
충동질을,1,0,0
혼잣말로,1,0,0
좀스럽다,1,0,0
좆같다,1,0,0
좆같이,1,0,0
좋지,1,0,0
상황에,1,0,0
않아서,1,0,0
좌욕,1,0,0
좌절,1,0,0
좌절하다,1,0,0
죄가,1,0,0
될,1,0,0
죄과나,1,0,0
죄를,1,0,0
도리어,1,0,0
저지르다,1,0,0
저지름,1,0,0
주던,1,0,0
지어,1,0,0
지은,1,0,0
짓거나,1,0,0
죄범,1,0,0
죄수,1,0,0
죄스러울,1,0,0
죄스럽다,1,0,0
죄악,1,0,0
죄악감,1,0,0
죄악관영,1,0,0
죄악관영하다,1,0,0
죄악만을,1,0,0
남긴,1,0,0
악정,1,0,0
죄악사,1,0,0
죄악상,1,0,0
죄악스럽다,1,0,0
죄악스레,1,0,0
죄악시,1,0,0
죄악시되다,1,0,0
죄악시하다,1,0,0
죄악에,1,0,0
차,1,0,0
죄악으로,1,0,0
가득,1,0,0
여겨지다,1,0,0
죄악을,1,0,0
죄악이,1,0,0
죄악이라고,1,0,0
죄업,1,0,0
빠지게,1,0,0
죄의,1,0,0
죄의식,1,0,0
죄인의,1,0,0
머리를,1,0,0
죄인이,1,0,0
죄지은,1,0,0
주제넘고,1,0,0
주제넘다,1,0,0
짓이나,1,0,0
주책없이,1,0,0
죽고,1,0,0
싶다,1,0,0
죽음의,1,0,0
죽임,1,0,0
줏대,1,0,0
중병이,1,0,0
재발하거나,1,0,0
중상,1,0,0
중풍,1,0,0
중풍으로,1,0,0
중한,1,0,0
즐거워하지,1,0,0
증오,1,0,0
증오감,1,0,0
증오심,1,0,0
증오하다,1,0,0
증오해,1,0,0
지겨워하다,1,0,0
지겹게,1,0,0
지겹다,1,0,0
지나치게,1,0,0
손상되어,1,0,0
지나친,1,0,0
성생활,1,0,0
지독하다,1,0,0
지옥,1,0,0
지위를,1,0,0
얻지,1,0,0
널려,1,0,0
늘어져,1,0,0
지저분하고,1,0,0
지저분하다,1,0,0
지저분한,1,0,0
진저리,1,0,0
진저리가,1,0,0
나도록,1,0,0
진절머리,1,0,0
질병,1,0,0
질병을,1,0,0
질병이,1,0,0
질색,1,0,0
질색하다,1,0,0
질서,1,0,0
질이,1,0,0
집적거려,1,0,0
집적거리거나,1,0,0
집적집적,1,0,0
집적집적하다,1,0,0
짓궂게,1,0,0
짓궂다,1,0,0
짓궃고,1,0,0
짖궂게,1,0,0
건드리는,1,0,0
건드리다,1,0,0
짜증,1,0,0
짜증나는,1,0,0
짜증난,1,0,0
짜증내다,1,0,0
짜증니,1,0,0
짜증스럽다,1,0,0
짜증을,1,0,0
쩔쩔매거나,1,0,0
쩔쩔매는,1,0,0
쩔쩔맴을,1,0,0
쩝쩝대다,1,0,0
살림을,1,0,0
탓으로,1,0,0
쭈그러져,1,0,0
찝쩍대다,1,0,0
찝찝하다,1,0,0
착실하지,1,0,0
못하며,1,0,0
착잡하거나,1,0,0
착하지,1,0,0
참담한,1,0,0
형편이나,1,0,0
참형에,1,0,0
처한,1,0,0
참혹하게,1,0,0
참혹하기,1,0,0
짝이,1,0,0
참혹하다,1,0,0
참혹하여,1,0,0
참혹한,1,0,0
모습이나,1,0,0
느끼어,1,0,0
창녀,1,0,0
창피,1,0,0
창피스럽다,1,0,0
창피스레,1,0,0
창피하게,1,0,0
생각하여,1,0,0
창피하다,1,0,0
창피하여,1,0,0
창피한,1,0,0
창황하다,1,0,0
채신없이,1,0,0
책망,1,0,0
책망하거나,1,0,0
처량하고,1,0,0
처량히,1,0,0
처리를,1,0,0
처리하기,1,0,0
처리하지,1,0,0
처벌을,1,0,0
처연하다,1,0,0
처지가,1,0,0
안되고,1,0,0
처참하게,1,0,0
처참하다,1,0,0
천박,1,0,0
까무스름하다,1,0,0
천박하고,1,0,0
철저하지,1,0,0
체면이,1,0,0
깍이는,1,0,0
깎이는,1,0,0
깎일,1,0,0
초라하고,1,0,0
초라한,1,0,0
집을,1,0,0
초상이,1,0,0
최악,1,0,0
최악의,1,0,0
최좌,1,0,0
추근대다,1,0,0
추악해지다,1,0,0
추잡한,1,0,0
추저분하게,1,0,0
추저분하다,1,0,0
추저분한,1,0,0
추하고,1,0,0
추하다,1,0,0
충분하지,1,0,0
충실하지,1,0,0
취약하다,1,0,0
취약한,1,0,0
측은스럽다,1,0,0
측은지심,1,0,0
측은하다,1,0,0
치밀하지,1,0,0
치욕스럽다,1,0,0
침울하고,1,0,0
무겁다,1,0,0
칼빵,1,0,0
크게,1,0,0
위태로움을,1,0,0
큰,1,0,0
결함,1,0,0
타격을,1,0,0
입어,1,0,0
타분하다,1,0,0
탁하다,1,0,0
탄식,1,0,0
탄식하여,1,0,0
탄식할,1,0,0
만하게,1,0,0
탐욕스러운,1,0,0
탐욕이,1,0,0
많아서,1,0,0
탐탁지,1,0,0
탐탁하지,1,0,0
탓하거나,1,0,0
터무니없거나,1,0,0
어처구니없다고,1,0,0
터무니없는,1,0,0
고집을,1,0,0
터무니없이,1,0,0
톨톨대다,1,0,0
통탄하다,1,0,0
퉁명스러운,1,0,0
틀리거나,1,0,0
파괴,1,0,0
파울,1,0,0
팔자,1,0,0
패배하다,1,0,0
페널티,1,0,0
편견,1,0,0
편두통,1,0,0
편리하지,1,0,0
편안하지,1,0,0
않다는,1,0,0
편치,1,0,0
편하지,1,0,0
않음,1,0,0
평온하지,1,0,0
폐가,1,0,0
폐결핵,1,0,0
폐렴,1,0,0
끼쳐서,1,0,0
끼쳤을,1,0,0
포악하다,1,0,0
포악한,1,0,0
성격,1,0,0
성격을,1,0,0
폭군,1,0,0
폭군을,1,0,0
폭력,1,0,0
푸념을,1,0,0
품행이,1,0,0
단정하지,1,0,0
풍자하였다,1,0,0
피꺼솟,1,0,0
피눈물,1,0,0
피부병,1,0,0
피부병을,1,0,0
앓아,1,0,0
핀잔,1,0,0
주거나,1,0,0
하소연이나,1,0,0
하소연하는,1,0,0
하소연하다,1,0,0
내버려지거나,1,0,0
대함,1,0,0
하찮다,1,0,0
목숨,1,0,0
사람들이,1,0,0
일로,1,0,0
일에도,1,0,0
학대하는,1,0,0
한스럽게,1,0,0
한스럽다,1,0,0
한이,1,0,0
한탄,1,0,0
한탄스러울,1,0,0
한탄스럽다,1,0,0
한탄스레,1,0,0
한탄하여,1,0,0
한숨을,1,0,0
할딱대다,1,0,0
간섭하거나,1,0,0
고기는,1,0,0
고기다,1,0,0
꼬집거나,1,0,0
날뜀,1,0,0
낳다,1,0,0
대답함,1,0,0
들부수어,1,0,0
들추거나,1,0,0
들추어,1,0,0
사격함,1,0,0
손대거나,1,0,0
스다,1,0,0
쓰는,1,0,0
쓰다,1,0,0
씀,1,0,0
젓거나,1,0,0
캐는,1,0,0
캐다,1,0,0
파내다,1,0,0
행동하여,1,0,0
함정에,1,0,0
합당치,1,0,0
될까,1,0,0
현상,1,0,0
해로움이나,1,0,0
해롭다,1,0,0
해를,1,0,0
끼침,1,0,0
해쳐서,1,0,0
해치다,1,0,0
해치려고,1,0,0
해칠,1,0,0
해침,1,0,0
행동으로,1,0,0
행동이,1,0,0
억척스럽고,1,0,0
행동하지,1,0,0
행복하지,1,0,0
행실이,1,0,0
행패를,1,0,0
부리고,1,0,0
행하던,1,0,0
형벌,1,0,0
허락하지,1,0,0
허랑방탕한,1,0,0
생활을,1,0,0
허용하지,1,0,0
허접,1,0,0
허접스럽다,1,0,0
허접쓰레기,1,0,0
허접하다,1,0,0
허찮은,1,0,0
허탕이,1,0,0
허탕하다,1,0,0
허황되게,1,0,0
허황되다,1,0,0
허황된,1,0,0
헐뜯거나,1,0,0
헐뜯기,1,0,0
헐뜯어서,1,0,0
험상궂게,1,0,0
험상궂고,1,0,0
험상궂은,1,0,0
험상스럽다,1,0,0
험상하고,1,0,0
헛되이,1,0,0
헛된,1,0,0
명성,1,0,0
이야기만을,1,0,0
행동만,1,0,0
혀를,1,0,0
현저하게,1,0,0
떨어지는,1,0,0
혐오,1,0,0
혐오감,1,0,0
혐오스럽다,1,0,0
혐오증,1,0,0
협박,1,0,0
협박과,1,0,0
협박하다,1,0,0
형세가,1,0,0
위태롭게,1,0,0
위태롭다,1,0,0
형편없게,1,0,0
됨을,1,0,0
형편없다,1,0,0
호되게,1,0,0
꾸지람을,1,0,0
비판하다,1,0,0
호흡,1,0,0
곤란,1,0,0
혼내는,1,0,0
혼란스러운,1,0,0
혼란에,1,0,0
빠진,1,0,0
혼란하게,1,0,0
혼모노,1,0,0
혼이,1,0,0
혼자서,1,0,0
화,1,0,0
나,1,0,0
치밀고,1,0,0
화기,1,0,0
화나,1,0,0
화나고,1,0,0
원통하다,1,0,0
화나다,1,0,0
화내다,1,0,0
벌컥,1,0,0
스스로,1,0,0
부름을,1,0,0
화재,1,0,0
확신이,1,0,0
상실된,1,0,0
환상,1,0,0
환상이다,1,0,0
활동하지,1,0,0
활발하지,1,0,0
황폐화,1,0,0
회복하기,1,0,0
획기적이다,1,0,0
획기적인,1,0,0
후회,1,0,0
후회막심하다,1,0,0
후회스럽다,1,0,0
후회하다,1,0,0
후회하여도,1,0,0
훌륭하지,1,0,0
훼방을,1,0,0
놓다,1,0,0
휘몰아,1,0,0
나무라다,1,0,0
흉괴하다,1,0,0
흉년이,1,0,0
흉망스럽다,1,0,0
흉망스레,1,0,0
흉몽,1,0,0
흉물,1,0,0
흉물스럽다,1,0,0
흉물스레,1,0,0
흉보다,1,0,0
흉악,1,0,0
흉악망측,1,0,0
흉악망측스럽다,1,0,0
흉악망측스레,1,0,0
흉악망측하다,1,0,0
흉악무도,1,0,0
흉악무도하다,1,0,0
흉악범,1,0,0
흉악성,1,0,0
흉악하고,1,0,0
성질,1,0,0
흉악히,1,0,0
흉을,1,0,0
흉측,1,0,0
흉측스럽다,1,0,0
흉측스레,1,0,0
흉측하거나,1,0,0
흉측하다,1,0,0
흉측히,1,0,0
흉포성,1,0,0
헝클어져,1,0,0
흉한,1,0,0
몰골로,1,0,0
흉흉히,1,0,0
흐느낌,1,0,0
흐린,1,0,0
흑역사,1,0,0
흠이나,1,0,0
흡족하지,1,0,0
아니하나,1,0,0
흥글방망이놀다,1,0,0
흥글벙글,1,0,0
흥글벙글하다,1,0,0
흥미를,1,0,0
끌지,1,0,0
흥이,1,0,0
꺾여,1,0,0
희망없는,1,0,0
희망을,1,0,0
희망이,1,0,0
히살스럽다,1,0,0
히살스레,1,0,0
힘겨웁다,1,0,0
걸어가는,1,0,0
힘겹다,1,0,0
과정임을,1,0,0
세상,1,0,0
힘들다,1,0,0
힘들어지다,1,0,0
누는,1,0,0
눌,1,0,0
힘에,1,0,0
눌려,1,0,0
벅차,1,0,0
부쳐,1,0,0
부치는,1,0,0
있다,1,0,0
공포감,1,0,0
살벌하다,1,0,0
경악하다,1,0,0
기겁하다,1,0,0
기절하다,1,0,0
개썅년,1,0,0
개자식,1,0,0
개새끼,1,0,0
괘씸하다,1,0,0
니미,1,0,0
노여워하다,1,0,0
멸시당하다,1,0,0
모멸감,1,0,0
모욕적,1,0,0
모욕적이다,1,0,0
분통터지다,1,0,0
비딱하다,1,0,0
빌어먹을,1,0,0
삐치다,1,0,0
삐지다,1,0,0
삐졌다,1,0,0
삐쳤다,1,0,0
속썩이다,1,0,0
싸가지없다,1,0,0
싸가지없는,1,0,0
쌍년,1,0,0
쌍놈,1,0,0
씨부랄,1,0,0
씹새끼,1,0,0
우라질,1,0,0
옘병할,1,0,0
웬수,1,0,0
잡놈,1,0,0
치욕적,1,0,0
곤욕스럽다,1,0,0
난처하다,1,0,0
낭패스럽다,1,0,0
망연,1,0,0
망연자실,1,0,0
망연자실하다,1,0,0
먹먹하다,1,0,0
외톨이,1,0,0
왕따,1,0,0
찌질이,1,0,0
울부짖다,1,0,0
절규하다,1,0,0
죄송하다,1,0,0
죄송합니다,1,0,0
죄책감,1,0,0
주눅들다,1,0,0
짠하다,1,0,0
찡하다,1,0,0
착잡하다,1,0,0
처량하다,1,0,0
처절하다,1,0,0
지긋지긋하다,1,0,0
골치아프다,1,0,0
기진맥진하다,1,0,0
꼴불견,1,0,0
넌더리나다,1,0,0
해괴하다,1,0,0
(;_;),1,0,0
(^_^;,1,0,0
(-_-),1,0,0
(T_T),1,0,0
(ㅡㅡ),1,0,0
)-:,1,0,0
:),1,0,0
:/,1,0,0
:D,1,0,0
:-D,1,0,0
:-P,1,0,0
;ㅅ;,1,0,0
^-^;,1,0,0
^-^;;,1,0,0
^-^;;;;;,1,0,0
-_-^,1,0,0
가꾸러뜨리다,1,0,0
가꾸러트리다,1,0,0
가념하다,1,0,0
가누기,1,0,0
가닐가닐하다,1,0,0
가드올려,1,0,0
가래,1,0,0
가래가,1,0,0
섞인,1,0,0
가려서,1,0,0
좋아하다,1,0,0
가려운,1,0,0
증상을,1,0,0
가로막아서,1,0,0
가로채서,1,0,0
가리지,1,0,0
가마득하다,1,0,0
가만있지,1,0,0
가망,1,0,0
가벼운,1,0,0
가볍게,1,0,0
행동하거나,1,0,0
쉬다,1,0,0
가쁜,1,0,0
가살스럽다,1,0,0
가스,1,0,0
중독이나,1,0,0
답답해진다,1,0,0
가습이,1,0,0
가엾다,1,0,0
가위눌리다,1,0,0
가증맞다,1,0,0
가증스럽다,1,0,0
가책이,1,0,0
가치보다,1,0,0
가탈스럽다,1,0,0
각근하지,1,0,0
질환의,1,0,0
간사스럽게,1,0,0
간사하고,1,0,0
간사하다,1,0,0
간섭받고,1,0,0
간섭하고,1,0,0
간섭하다,1,0,0
간섭하여,1,0,0
짜내는,1,0,0
간지러워서,1,0,0
간지럽게,1,0,0
자릿한,1,0,0
간직하지,1,0,0
간질,1,0,0
간질간질하다,1,0,0
간질간질한,1,0,0
갈강병균이,1,0,0
갈라서다,1,0,0
갈라지는,1,0,0
갈색굳음병,1,0,0
갈증이,1,0,0
갈팡질팡,1,0,0
갈팡질팡하다,1,0,0
갈팡질팡하며,1,0,0
갈피를,1,0,0
잡을,1,0,0
잡지,1,0,0
헤매는,1,0,0
감각이,1,0,0
마비되고,1,0,0
감감히,1,0,0
감기,1,0,0
감기가,1,0,0
감기나,1,0,0
천식,1,0,0
감기로,1,0,0
감병,1,0,0
감옥,1,0,0
감옥에,1,0,0
감정을,1,0,0
갑갑궁금하다,1,0,0
궁금하다,1,0,0
갑갑하다,1,0,0
갑분띠,1,0,0
갑분싸,1,0,0
갑자기,1,0,0
게우는,1,0,0
분별없이,1,0,0
서늘한,1,0,0
서늘한서늘한,1,0,0
갑작스러워,1,0,0
갑작스럽게,1,0,0
강도가,1,0,0
강등하여,1,0,0
강박하여,1,0,0
누르는,1,0,0
빼앗음,1,0,0
요구하다,1,0,0
강퇴,1,0,0
충격을,1,0,0
갖지,1,0,0
갖추지,1,0,0
같잖다,1,0,0
같잖아서,1,0,0
우스운,1,0,0
같잖은,1,0,0
갚지,1,0,0
개가,1,0,0
개운치,1,0,0
개운하지,1,0,0
개으름을,1,0,0
거꾸러뜨리다,1,0,0
거꾸로,1,0,0
넘어지거나,1,0,0
거두지,1,0,0
거드럭거드럭,1,0,0
거드럭거리다,1,0,0
거들먹거들먹,1,0,0
거들먹거들먹하다,1,0,0
거들먹거리다,1,0,0
거들먹대다,1,0,0
거들먹이다,1,0,0
거듭,1,0,0
거래가,1,0,0
거리끼어,1,0,0
거무스름한,1,0,0
피고름이,1,0,0
거볍게,1,0,0
거부하다,1,0,0
급하다,1,0,0
거슬리게,1,0,0
거슬리는,1,0,0
거역하다,1,0,0
거역함,1,0,0
거짓말을,1,0,0
거짓으로,1,0,0
감정이나,1,0,0
꾸며서,1,0,0
꾸미는,1,0,0
꾸미다,1,0,0
꾸민,1,0,0
거짓이나,1,0,0
거추장스럽거나,1,0,0
걸리거나,1,0,0
거추장스럽다,1,0,0
거추장스레,1,0,0
거치적거리는,1,0,0
거치적거치적,1,0,0
거치적거치적하다,1,0,0
걱정거리,1,0,0
걱정과,1,0,0
근심,1,0,0
걱정되거나,1,0,0
걱정스러워서,1,0,0
걱정스럽거나,1,0,0
조바심이,1,0,0
걱정으로,1,0,0
걱정을,1,0,0
근심에,1,0,0
걱정인,1,0,0
걱정하기는,1,0,0
걱정하는,1,0,0
게,1,0,0
걱정하다,1,0,0
건강하지,1,0,0
건달처럼,1,0,0
건둥반둥하다,1,0,0
건들거리고,1,0,0
벙글거리며,1,0,0
건들건들,1,0,0
지내다,1,0,0
건들대다,1,0,0
건망증이,1,0,0
심하며,1,0,0
건방진,1,0,0
건성,1,0,0
기침,1,0,0
건성으로,1,0,0
묻다,1,0,0
건전하지,1,0,0
걷지,1,0,0
걸리다,1,0,0
걸리적대다,1,0,0
걸핏하면,1,0,0
검은,1,0,0
티끌이라는,1,0,0
검질기게,1,0,0
겁,1,0,0
겁나게,1,0,0
하기,1,0,0
겁나다,1,0,0
겁내다,1,0,0
먹거나,1,0,0
먹어,1,0,0
겁자기,1,0,0
