,Title,Date,ID,Comment,Comment_date,Channel,Like,Dislike,Comment_like
150,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,반포동,다른사람들은 부자가 자장면 먹는것만 놀래는중난 짜 자장면 한 그릇 배달 되는게 신기해 하는중곱빼기 아님 삼선짜장 아님 유니 짜장도 아남팩트는 그냥 보통 자장면 한 그릇 배달,2개월 전,MBC PD수첩,1.7천,96,7
151,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,Jm J,처음 나온 브금노래 제목이 뭔가요,4주 전,MBC PD수첩,1.7천,96,0
152,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,눈부신햇살,계좌 공개좀 ㅜ,2개월 전,MBC PD수첩,1.7천,96,0
153,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,IFLAW,주식판에서 자기가 피해자라고 하는 사람은 책임이란걸 모르고 이익만 노리는 사람들임자기가 빚내서 자기가 다잃어놓고 남탓하는거보면 지능수준도 낮음,4주 전,MBC PD수첩,1.7천,96,0
154,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,모드나,난 쫄보여서 내돈으로만 하는디 작년 2월에 시작했다는게 함정 ㅜ.ㅠ 마이나스 40퍼로 시작해서 장이 워낙 좋아서 플라쑤 20퍼로 마감 이번년도는 플라쑤 400퍼 예상 호호호 예상이라는게 함정 ㅠ.ㅠ 예상되로 되길 ㅎㅎㅎ,2개월 전,MBC PD수첩,1.7천,96,0
155,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,R1 woocs,"마지막 인터뷰에서 엄마가 살던 시대의 집값 들으면 깜짝 놀란다고?,  지금 월급에 대출금 하면 살 수 있다고?? 그때 최저시급이 얼마였는지는 생각 못하나각그랜져 천만원이 싸다고 할 사람이네 ;;",2개월 전(수정됨),MBC PD수첩,1.7천,96,50
156,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,10 01,영끌한돈 잘먹었습니다. 꿀꺽,3주 전(수정됨),MBC PD수첩,1.7천,96,0
157,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,k k,전인구 저사람 주식 질 모르는 사람 깉은데,2개월 전,MBC PD수첩,1.7천,96,0
158,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,카스텔라,아무리주식이라도 빚내서하는건 투자가 아니라 도박이지;,1개월 전,MBC PD수첩,1.7천,96,0
159,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,갈수 Galsu,그냥 공짜로 돈좀 얻어보려다가 망하는사람이 대다수인듯..,1개월 전,MBC PD수첩,1.7천,96,0
160,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,놈놈놈,난 주식보단 땅을 샀다.그래서 돈좀벌었지만주식을해서 돈을 번사람도있다하더라주식 난 자신없다.그래서 안한다.,2개월 전,MBC PD수첩,1.7천,96,5
161,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,더블G,궁금한건 0:30 에 증시가 하락하슨 시기에 피해자가 생긴다고 하는데... 투자 손실이 생긴거 아닌가요?? 가해자가 있는 말처럼 들려서요..;;,2개월 전,MBC PD수첩,1.7천,96,1
162,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,김재규어XF,투자가 피해자가 어딨어. 리스크를 안지않고 수익만 보고 싶다? 그럼 대한민국 주식쟁이들 다 워렌버핏이게?,1개월 전,MBC PD수첩,1.7천,96,1
163,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,로맨틱보이,내가 타이밍 구리게 코로나 터지기 몇달전에 시작했지...하락장 말로만 들었었지 막상 내 계좌 보니까 아무것도 손에 안잡히고 살기 싫어지더라버티면 된다고 쉽게 말하는 사람들 있는데 겪어보면 멘붕만 오지 그런 생각 하나도 안듬,2개월 전,MBC PD수첩,1.7천,96,0
164,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,서동환,주식은 여윳돈으로 하면 됩니다~,2개월 전,MBC PD수첩,1.7천,96,0
165,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,Nice Guy,부모님세대ㅋㅋ 집값ㅋㅋ라면130원 80원일때ㅋㅋ 과연그땐 어떤핑계를 될까?,2개월 전,MBC PD수첩,1.7천,96,5
166,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,신동희,주식 이제 안하게요ㅠㅠ,1개월 전,MBC PD수첩,1.7천,96,0
167,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,oksasa,코인할때는 도박이라고 하고 주식할때는 포장하고 ....,2개월 전,MBC PD수첩,1.7천,96,0
168,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,장무순,글자가  안나오면 좋겧구만 화면이 안보여요어떻게 하죠?,2개월 전,MBC PD수첩,1.7천,96,0
169,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,김린,정말 하락장 오면 어쩐다냐........빚투 제발 하지마시고 건전한 투자 합시다.................,2개월 전,MBC PD수첩,1.7천,96,1
170,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,Train,전인구씨 이야기가 정말 촌철살인이네요. 가뜩이나 사회적분노만 가득한 세대인데ㅋ 진짜 큰일임.,2개월 전,MBC PD수첩,1.7천,96,17
171,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,10년차대기업중소인사쟁이,박호두를 보여줘라,2개월 전,MBC PD수첩,1.7천,96,0
172,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,노총각,60억? 전업투자나 시작할꺼그랫네,2개월 전,MBC PD수첩,1.7천,96,0
173,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,솔솔,비트코인4500일때 대박이다 나도해보고싶다하니까 바로 3900안하길잘했지 좀지나니까 6000보고만있어도 일하기가실타,1개월 전,MBC PD수첩,1.7천,96,0
174,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,신중동,코로나 시기에 음식점 창업하는 사람이 있으면 손!!! 음식점 망해갈때 경쟁상대가 없다고 생각하고 창업해보세요 위기는 기회라는 말!! 극히 일부분,1개월 전,MBC PD수첩,1.7천,96,0
175,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,낙서꾼,주식이 오르고 내려가는 진짜 이유를 아는 사람은 없더라..그랬더라 그럴것이다 그럴것같다 들었다 확실하댄다.대부분 이렇다.,2개월 전,MBC PD수첩,1.7천,96,3
176,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,슈퍼맨,삼전투자,1개월 전,MBC PD수첩,1.7천,96,0
177,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,쾌남,때로는 가만히 있는게 돈버는거란 말이 있듯이 오를대로  오른 주식이라... 지금은 보유자 영역임 주식 신규 진입자들은  안하는게 돈버는거..폭죽이 터질때  가장 화려함...,2개월 전(수정됨),MBC PD수첩,1.7천,96,0
178,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,김길동,짜장곱베기예요~^^ 보통내기가 아님,2개월 전,MBC PD수첩,1.7천,96,0
179,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,지미,잃은 사람도 찍어보세요,3주 전,MBC PD수첩,1.7천,96,0
180,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,김현수,"주식으로 대박 친 사람은 진짜 1퍼센트 내외임근데 그중 20퍼센트는 은행이자보다 괜찮은 수익을 얻음즉, 주식으로 대박 치겠다? 걍 패가망신 길임적게라도 조금이라도 이득 봐야겠다라는 생각으로 접근 하시길",2개월 전,MBC PD수첩,1.7천,96,10
181,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,치코리타,솔직히 배아프지? 빚투로 2천정도 벌고 바로 나옴ㅋㅋㅋㅋㅋ 지금 그.. 종목은 바이오 주 인데 씹떡락상태 적당히 치고 먹고나오면 아무 문제 없수다 !,1개월 전,MBC PD수첩,1.7천,96,0
182,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,올경티비,주식투자가 점점 성숙화되어가는 과정이겠지만그 사이에 무모한 투자로 피해가 없었으면 합니다...,2개월 전,MBC PD수첩,1.7천,96,0
183,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,거북선,진짜꾼은 불개미.생존재테크!!!,2개월 전,MBC PD수첩,1.7천,96,0
184,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,초우량기업,8:20 브금 뭔지 아시는 분 손~!!,2개월 전,MBC PD수첩,1.7천,96,0
185,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,Chuck Kim,형준님이라서 짜장면 한그릇인데 배달도 해주는건가!!ㅋㅋㅋㅋ,2개월 전,MBC PD수첩,1.7천,96,3
186,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,초코볼,올해5월전에 다빠지고나와야지 느낌이쌔하다 하락장 바닥에서 봅시다,2개월 전(수정됨),MBC PD수첩,1.7천,96,0
187,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,이우연,위험부담을 느낀사람은 지금이순간에 임버스 타면됨 ㅋㅋ,2개월 전,MBC PD수첩,1.7천,96,0
188,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,XD,0:32 엄청 멍청한 소리하네 ㅋㅋ 누가 주식 투자 하랬나 잃었다고 피해자 ㅇㅈㄹ,1개월 전,MBC PD수첩,1.7천,96,0
189,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,Just do it,보컬아재는 다시 진짜 대단하다 ㅋㅋ,1개월 전,MBC PD수첩,1.7천,96,0
190,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,바다둥이,주식유튜버들 그렇게 승률좋으면 왜 하고 광고하고 방송신경쓰죠?가끔 욕설도드시면서..믿고 따라오셔요.구독 꾹.조아요 꾹???,2개월 전,MBC PD수첩,1.7천,96,18
191,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,이강석,돈 벌라고 주식 샀는데 피해자라니 개쌒소리고,2개월 전,MBC PD수첩,1.7천,96,0
192,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,맘대로요리하는새댁미니Tv,그래서 전문가님들 이오플로우 전망은 어찌되나요ㅜㅜㅠ왜자꾸떨어져요 힝ㅠ,2개월 전,MBC PD수첩,1.7천,96,0
193,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,슈퍼슈파,장투로 길게 보면 망할 일 없어요 허나 무리한 대출은 금물,2개월 전,MBC PD수첩,1.7천,96,0
194,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,Ju혁,???하루라도 젊을 때 투자는 해야죠,2개월 전,MBC PD수첩,1.7천,96,0
195,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,y y,"7:52 글렀다. 캔들공부,아이패드 필기 ...하 ㅋㅋ",2개월 전,MBC PD수첩,1.7천,96,3
196,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,Dave _Klip,자기책임하에 자기가 돈 벌거나 돈 잃은거지 뭐가 걱정임..자유민주주의  자본주의 사회에서 별 걱정을 참..한국은여기저기서 parentalism이 너무 심함,2개월 전,MBC PD수첩,1.7천,96,1
197,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,AJ Kim,"주식, 코인난 코인",2개월 전,MBC PD수첩,1.7천,96,0
198,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,김태현- TaeHyun,코인시장에 물들어버리니까 60억이 크게 느껴지지가 않,1주 전,MBC PD수첩,1.7천,96,0
199,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,Kevin,저도 주린이지만 장이좋아 제 실력에 비해 많은 수익을 얻고 있습니다. 이 좋은 장에 잃은 사람들을 보면 잃을수밖에 없다고 생각드네요.. 이분들 보면 종목설정할 때 공부는 안하고 남들 큰 돈벌었다는 것만 부러워 남얘기만 듣고 실력에 비해 큰돈 가져와서 투자합니다. 뭐 운좋아서 크게 벌수도 있죠. 근데 떨어질땐 못버티는거죠.. 떨어지면 왜 떨어지는지 모르니.. 손실나는 즉시 팔아버립니다. 그리고 다시 올라가면 어? 올라가네? 하고 다시 올라타죠. 그리고 떨어지면 또 매도..  이러다가 테마주라도 고점에서 타는 날에는... 큰돈 잃고 주식은 도박이라고 절대 하면 안된다고 얘기하고 다니죠.. 본인들이 주식을 도박처럼 한 것은 생각도 안하고...,2개월 전,MBC PD수첩,1.7천,96,1
200,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,깡지깡다아빠,지들이 쳐 유도해놓고 방송에서는 안하는게 좋다고?,2개월 전,MBC PD수첩,1.7천,96,6
201,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,이순신,8:25 저 여자분이 부모님 시대에 집가격이 싸다고해서 부모님 세대의 월급은 지금이랑 똑같진 않죠 ㅋ,1주 전,MBC PD수첩,1.7천,96,0
202,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,suss sus,왜 주식해 흑우들아 코인해라,2개월 전,MBC PD수첩,1.7천,96,0
203,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,E_ plant,주식으로 돈 잃었다=단타or누가봐도 개잡주 이건 진짜 팩트다 크게 먹고싶다는 욕망이 왜 크게 잃을 수도 있게 한다는것을 생각하지 못할까? 시장평균보다 조금더 잘먹으면 그것으로도 만족할 줄 알아야 오래 살아남고 지금당장은 아니더라도 나중에는 큰 수익으로 연결될 수 있다는 것을 꼭 명심하면 좋겠다.,2개월 전,MBC PD수첩,1.7천,96,0
204,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,G6 3,한국 주식 개 사기다 ㅎㅎㅎ,1개월 전,MBC PD수첩,1.7천,96,0
205,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,hyeok Nam,동학개미들 무조건 우상향 갈 줄아나 ㅋㅋㅋ이제 축재는 끝났다 축제도 같이 끝났지 지금부터 우하향에 대책없는 진정한 롤러코스피 공포의 시작 렛츠고,2개월 전,MBC PD수첩,1.7천,96,3
206,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,주관우,증시가 오른다고  손해보는 사람이 없다고?  오를때 한강가는 사람이 더 많이생긴다. 샛님아,2개월 전,MBC PD수첩,1.7천,96,0
207,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,리치엔젤,주식투자는 그냥 빨리벌고싶어서 도박처럼 하는게 아니라 본업에 집중하면서 적금붓듯이 우량한 주식들을 주기적으로 줍줍하는방법으로 안정적으로 해야하는겁니다. 그래서 본업성과와 주식투자수익 이렇게 둘다 챙겨야하는겁니다. 빨리 집사고싶은 마음은 알겠으나 정석대로 하는게 가장 안정적이고도 빠른길입니다,2개월 전(수정됨),MBC PD수첩,1.7천,96,1
208,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,신명호,유료든 무료든 다 사기라고 보면 된다,1개월 전,MBC PD수첩,1.7천,96,0
209,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,기도광주,"주식초보왈 ""이거 샀어야 했는데""  하지마  그게  돈 버는거야.  지금이라도  멈춰라  그게  승리자다.   주식은  무슨 돈으로 하는거다?  버릴돈!",2개월 전(수정됨),MBC PD수첩,1.7천,96,0
210,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,억세게잘풀린행운남,느들이 뽑이서 집갑 천정으로  올랐내.   내가병신이지. 집사지말라해서  집안산거,2개월 전,MBC PD수첩,1.7천,96,4
211,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,오오모리김치찌개,하동균하고 우현 합친 것처럼 생기심.,2개월 전,MBC PD수첩,1.7천,96,0
212,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,김따랑,사회도 누군가가 망해야 돌아간다 빚더미에 앉아야지 막노동이라도 하는 사람 생기고,2개월 전,MBC PD수첩,1.7천,96,1
213,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,와이낫,돈이많아도 짜장면먹는구나 ....,2개월 전,MBC PD수첩,1.7천,96,0
214,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,민규김,방송이 너무 늦어이미  .,2개월 전,MBC PD수첩,1.7천,96,0
215,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,SOK KO,"방송에서 매일 벼락거지라고 떠들어대니, 다들 얼마나 맨붕이 온거지...나도 살던 아파트 조정지역에 지정되면서 집값이 20~30%정도 떨어졌고, 정부가 집값을 잡겠다고하니, 이사도 할 겸 1년전에 집 팔았다.그런데, 얼마후에 조정지역 해제하더니 집값이 다시 50%이상 올라가드라.그러더니, 집값이 많이 올랐다고 다시 조정지역 지정하고...진짜 욕나오는 상황이지...정부의 정책때문에 피해보는 사람들이 진짜 피해자인거고,결국 이런 어이없는 상황에 할 수 있는게 도박빼고 뭐가 있겠니...이런 사태는 정부가 가해자인거고, 언론사와 방송이 부추긴 것이다. 남들보다 짧은 주식 경력이지만, 이런 말도 안되는 상승장은 처음본다...이게 과거 중국 상하이 증시의 폭등과 폭락의 모습을 닮은 거 같아서 걱정이다.외국인과 기관이 물량을 퍼부으면서 증시의 폭등을 막고 있는 것이 오히려 더 다행이라고 생각한다...주식이고 아파트고 상투잡으면 못 버틴다....금리 인상된다고 말만 나와도 3000은 깨질거 같은데. 너무 몰빵 안했으면 싶다...고수라는 사람들이야 상승장이든 하락장이든 바로바로 적응하고, 수익을 내거나 아니면, 관망을 하면서 급락의 시기를 극복할 수 있다.주린이들은 그게 안되니까... 손실을 볼 수 밖에 없다.",2개월 전,MBC PD수첩,1.7천,96,4
216,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,77ᅥ S,한강다리 잘지켜라,2개월 전,MBC PD수첩,1.7천,96,0
217,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,육아머신,보컬행님 최고,2개월 전,MBC PD수첩,1.7천,96,2
218,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,생생생생,전인구 계좌 인증한적있나요,2개월 전,MBC PD수첩,1.7천,96,0
219,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,초원식당김치찌개맛있다,공매도 금지법이라는 떼법으로 이정도지..공매도 풀리는순간 한국 주식시장 거품 쫙 빠질꺼다,2개월 전,MBC PD수첩,1.7천,96,0
220,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,Cheol P,말리지 마!!!! 그래야 주가 오르지!!!,2개월 전,MBC PD수첩,1.7천,96,3
221,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,새출발하는인생,"정말 많이 벌었어요. 다만 전 작년 3월 19일 잊을수가 없습니다. 코스피지수 싹 바닥에 처박히는날 3일 4일 하한가 근처까지 버텼었는데 마지막날 못버티고 결국 반대 나가고 끝났습니다. 2012년 취업 후 부터 회사에서 받았던 스톡옵션+제가 번돈 해서 약 20억 가량을 딱 4일만에 다 잃었습니다. 그렇게 잃고 다시 올라가는데 주식을 쳐다보기도 싫어졌어요. 근데 1년이 지난 지금 또 제가 이런것을 보고 있는게 제 머리는 알고 있는겁니다. 이걸로 버는수밖에 없다. 그래서 다들 주식에서 돈을 꼴면 그만 하려고 안하고 아 나도 저런사람들 처럼 잘될수 있다 라는생각이 앞서버리죠. 단순하게 생각하세요 저분들은 저희 처럼 500 1000으로 시작 하는분이 아닙니다. 70억 80억 들고 4달간 20% 오르기만 한 작년 기준에서 엄청 잘 먹었다고 표현하는 분들이죠. 저게 맞습니다. 몇배씩 벌려고 하니까 답이 없는거지요 다만 저희가 500 1000을 가지고는 두배 세배 먹을 생각 하는게 이상한게 아니라 정상입니다. 일반 사람이니까요 제 돈 2천과 나로호 성공하고 스톡옵션 1천으로 총 3천으로 시작을해서 20억 가량 갈때까지 8년이라는 시간이 걸렸는데 불과 날아가는 날까지는 4일밖에 안걸렸던 겁니다. 너무 무섭고 좋은 집에 살아도 봤고 , 제 드림카도 사보기도 하고 좁은집에서 잘벌때 임신 해서 좋게 살아보자고 힘내고 일반 탕수육도 천원추가하면 칠리 탕수육도 아깝다고 안먹던 저희 와이프 보면 정말 가슴이 찢어집니다. 저는 주식 다시 할겁니다. 다만 예전 많이 아무것도 없고 그냥 대기업 다니던 일반 직장인이던 가진거 없던, 천천히 번돈으로 고기 사먹고 맛있는거 사먹던 그 시절로 돌아갈겁니다. 여러분 절대 승부 보려고 하지마세요. 별거 아닌 그래픽 조각에 내 인생이 살아날 가능성 보다는 무너질 가능성이 훨씬 큽니다. 영상에 나왔던 유투버분 처럼 지나고 보면 즉 결과론입니다. 힘내세요. 계좌 인증 다 해드릴수도 있습니다. 다만 저는 저렇게 버신분들과는 다르게 저렇게 벌었다가 다시 잃었던 사람으로써 너무 좋은것만 보려고 하지마세요. 개미 투자자분들 힘내세요. 애가 울어서 가봅니다 다들 힘내세요. 긍정, 노력으로는 주식은 벌수 없습니다. 다 그렇게 하고있고 전문가분들 처럼 감각이란게 있는데 이건 돈주고도 노력하고도 살수는 없습니다 흉내 내는것만 가능할뿐. 아니다 싶으면 종목 손절만 할것이 아니라 주식 자체를 접으실줄도 알아야 합니다.",2개월 전,MBC PD수첩,1.7천,96,2
222,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,이신활,전인구 아무것도 모르는애지않나??ㅇ!왜 나와,2개월 전,MBC PD수첩,1.7천,96,1
223,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,Hanfork,아니 본인이 욕심내서 하는건데 무슨 피해자야 그냥 탐욕스러운거지,2개월 전,MBC PD수첩,1.7천,96,0
224,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,이C,내주위에도 신용땡겨서 주식하고 있는데 손익봤다고 하는데.당연히 해야되나요?ㅋㅋ,2개월 전,MBC PD수첩,1.7천,96,0
225,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,Animal City,우스운게 기업에 투자에 그 결실을 나눠 먹는 주식은 하고 싶지 않고  빛내서  집사고 싶다는 말이  그냥 생각에 주식은 어렵고  집을  사면  너무  쉽게 벌수 있다는 인식을 보여주네...한번 당해 봐야  집이  차같은 물건  사는 것과  같다는걸  알게 되는 날이 올것이다.,2개월 전,MBC PD수첩,1.7천,96,4
226,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,watch over,다른건 모르겠는데 지수는 조정or큰조정이 있을수도 있지만  전쟁이 나지 않는이상 계속 우상향 할수밖에 없다,2개월 전(수정됨),MBC PD수첩,1.7천,96,0
227,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,하루하루,주식으로 돈 날리고 분노~? 걱정할 것도 없네요.이런 것들 뭘 하든 관심 끄는 게.,2개월 전(수정됨),MBC PD수첩,1.7천,96,2
228,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,Johnny,주식이나 비트코인이나,2개월 전,MBC PD수첩,1.7천,96,0
229,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,파커피터,주식시작하고 35마넌 벌었네요...에고,4주 전,MBC PD수첩,1.7천,96,0
230,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,Jqg J,"주식해서 잘된다쳐도 최소 종자돈 1000만원이상부터 가지고있어야 용돈정도 버는거임 즉 건실한직장도없고 백수거나 알바만하는 하루살이 거렁뱅이들은 해당사항없음,,",2개월 전,MBC PD수첩,1.7천,96,5
231,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,신동원,주식이 나쁜건아니고   지들이 탐욕에 나쁘게하니까 나쁜거지,2개월 전,MBC PD수첩,1.7천,96,0
232,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,난남자,주식쟁이들중에 최상위 0.001퍼센트를 제외하고는 주식은 실력이 아니라... 타고난 천성이다. 멘탈과 마인드가 99프로다. 엉덩이가 무거워야 공부를 잘하는것처럼,2개월 전,MBC PD수첩,1.7천,96,0
233,[PD수첩 핫클립] '월급 빼고 다 오르는' 시대의 2030세대 (MBC210202방송),2021. 2. 3.,혼술하는 남자,주식도 소액하긴 하는데 난 8년전 사둔 비트코인으로 이번에 28억 벌었음 ㅋ,1개월 전,MBC PD수첩,1.7천,96,0
